id,pval_(Intercept),adj.pvalue,pval_sig,LogFC_(Intercept),LogFC (Higher is Higher in Spring)
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium,0.931146506,2.70E-27,1,-0.010737259,1.894787805
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio,0.013556394,0.647701535,0,3.397943392,0.787603125
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WD260;f__WD260;g__WD260,0.931146506,0.175877092,0,-0.010737259,0.897100456
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter,0.931146506,0.89708968,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter,0.931146506,4.07E-15,1,-0.010737259,2.309048498
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;__,0.931146506,0.762854294,0,-0.010737259,0.27205343
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas,0.931146506,0.242952018,0,-0.010737259,0.979387149
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas,0.931146506,0.830847132,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,0.931146506,3.05E-80,1,-0.010737259,3.536155356
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas,0.931146506,2.03E-21,1,-0.010737259,2.269787486
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,0.931146506,0.993428473,0,-0.010737259,-0.005582944
d__Bacteria;p__RCP2-54;c__RCP2-54;o__RCP2-54;f__RCP2-54;g__RCP2-54,0.931146506,0.820019669,0,-0.010737259,0.17129314
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B),5.09E-134,1.52E-23,1,4.186705324,1.72585741
d__Bacteria;p__Schekmanbacteria;c__Schekmanbacteria;o__Schekmanbacteria;f__Schekmanbacteria;g__Schekmanbacteria,1.44E-08,0.261533913,0,3.813095781,-0.758237563
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspirales_Incertae_Sedis;g__Exilispira,0.931146506,0.804305224,0,-0.010737259,0.190345944
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema,0.931146506,9.77E-64,1,-0.010737259,4.41164712
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptonema,0.931146506,0.383524414,0,-0.010737259,0.591670212
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21,0.931146506,0,1,-0.010737259,6.292786669
d__Bacteria;p__Spirochaetota;c__MVP-15;o__MVP-15;f__MVP-15;g__MVP-15,0.931146506,0.93332037,0,-0.010737259,0.055190908
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;__,0.931146506,3.33E-32,1,-0.010737259,2.279412794
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Candidatus_Marispirochaeta,0.931146506,0.281210134,0,-0.010737259,0.652444065
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__GWE2-31-10,0.931146506,5.09E-103,1,-0.010737259,3.142518777
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__M2PT2-76_termite_group,0.931146506,5.31E-36,1,-0.010737259,2.259092561
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Salinispira,0.931146506,2.08E-15,1,-0.010737259,2.029942841
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta,0.007054382,0.001479568,1,3.093802314,3.658835475
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2,0.931146506,0.19195063,0,-0.010737259,1.018648161
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema,0.931146506,1.22E-08,1,-0.010737259,1.159919577
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__uncultured,0.195341341,0.008917639,1,1.087875029,2.200336863
d__Bacteria;p__Spirochaetota;c__V2072-189E03;o__V2072-189E03;f__V2072-189E03;g__V2072-189E03,0.931146506,1.71E-05,1,-0.010737259,1.515866453
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea,3.06E-04,1.93E-16,1,0.913458981,2.636384688
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured;g__uncultured,0.349790291,0.380278883,0,0.525742045,-0.660953896
d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485,7.24E-54,6.18E-35,1,4.693451428,3.78825779
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium,0.931146506,0.383524414,0,-0.010737259,0.591670212
d__Bacteria;p__TA06;c__TA06;o__TA06;f__TA06;g__TA06,0.025583008,0.004742984,1,1.771631917,2.290656414
d__Bacteria;p__TX1A-33;c__TX1A-33;o__TX1A-33;f__TX1A-33;g__TX1A-33,0.931146506,1.14E-12,1,-0.010737259,1.423655708
d__Bacteria;p__uncultured;c__uncultured;o__uncultured;f__uncultured;g__uncultured,0.931146506,0.420277133,0,-0.010737259,0.412004712
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;__;__,0.401008911,1.36E-16,1,0.355466837,3.526595299
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__uncultured,0.062031525,0.752266912,0,0.817564957,0.286239968
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Criblamydiaceae;g__Criblamydiaceae,0.193972399,0.017054806,1,0.933667189,-1.717515756
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__cvE6;g__cvE6,0.183818545,1.12E-15,1,0.682409921,4.169781499
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;__,0.002399907,4.02E-04,1,0.952719993,1.495462876
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia,0.176777319,7.07E-08,1,0.525742045,2.271763677
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;__,0.931146506,1.27E-62,1,-0.010737259,2.303603025
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__uncultured,0.183818545,9.31E-10,1,0.682409921,3.221010316
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Waddliaceae;g__Waddlia,0.196232185,0.029010349,1,1.133925142,-1.91777371
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__LD1-PA32;f__LD1-PA32;g__LD1-PA32,0.005188495,0.885238985,0,2.265860653,-0.124217291
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41,0.007134066,0.176814939,0,2.756602011,1.41604311
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02;g__Lenti-02,0.931146506,0.638198605,0,-0.010737259,0.190345944
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__BD2-3;g__BD2-3,0.931146506,0.172859688,0,-0.010737259,-0.406907212
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-44-16;g__GWF2-44-16,0.931146506,3.88E-16,1,-0.010737259,1.390968637
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__PRD18C08;g__PRD18C08,0.931146506,2.52E-24,1,-0.010737259,1.345591245
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97;g__vadinBE97,0.931146506,0.172859688,0,-0.010737259,-0.406907212
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;__;__,0.931146506,3.49E-42,1,-0.010737259,2.004645476
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus,0.931146506,0,1,-0.010737259,6.618754113
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophales;g__Omnitrophales,0.931146506,0.125155647,0,-0.010737259,1.25123687
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;__;__;__,0.931146506,0.448277446,0,-0.010737259,0.421395005
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__B29;f__B29;g__B29,0.931146506,0.142579216,0,-0.010737259,1.063351471
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;__,0.931146506,0.214771491,0,-0.010737259,0.819929856
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter,0.176777319,0.003701269,1,0.525742045,1.153803197
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__LD29,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__FukuN18_freshwater_group,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__uncultured;g__uncultured,0.193497735,0.015865568,1,0.913458981,-1.697307549
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__uncultured,0.931146506,1.76E-40,1,-0.010737259,1.757172733
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;__,0.931146506,0.213453064,0,-0.010737259,1.12925878
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus,0.931146506,0.860665452,0,-0.010737259,0.129572092
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera,0.931146506,1.46E-48,1,-0.010737259,3.506570393
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus,0.931146506,0.227330862,0,-0.010737259,0.822719273
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Verruc-01,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__uncultured;g__uncultured,0.16884289,1.33E-05,1,0.355466837,-1.139315405
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;__,0.187645031,2.39E-18,1,0.788561165,5.263200622
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin063-1,0.931146506,0,1,-0.010737259,6.871546158
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin118,0.1958305,0.186969355,0,1.019610225,1.051487822
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Ellin516,0.931146506,1.09E-258,1,-0.010737259,4.415888101
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Pedosphaeraceae,0.191021039,2.97E-13,1,0.817564957,4.610365751
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__SCGC_AAA164-E04,0.931146506,0.364946615,0,-0.010737259,0.517289029
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__SH3-11,0.931146506,0.280083193,0,-0.010737259,0.703827625
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__uncultured,0.931146506,3.42E-85,1,-0.010737259,4.295653633
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__S-BQ2-57_soil_group;f__S-BQ2-57_soil_group;g__S-BQ2-57_soil_group,0.931146506,1.13E-69,1,-0.010737259,4.10206837
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,0.931146506,7.27E-23,1,-0.010737259,2.852419794
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007,0.006048537,0.014665671,1,2.45877293,-2.549474317
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__uncultured,0.198919924,0.033446198,1,1.192902045,-1.976750613
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium,0.931146506,0.711765699,0,-0.010737259,-0.175858152
d__Bacteria;p__WOR-1;c__WOR-1;o__WOR-1;f__WOR-1;g__WOR-1,0.172991798,5.42E-61,1,0.451360861,5.751154284
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2,0.931146506,5.54E-38,1,-0.010737259,2.714284904
d__Bacteria;p__WS1;c__WS1;o__WS1;f__WS1;g__WS1,0.931146506,0.313196944,0,-0.010737259,0.591670212
d__Bacteria;p__WS2;c__WS2;o__WS2;f__WS2;g__WS2,0.194804632,0.173879926,0,0.9707424,1.041862305
d__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria;f__Zixibacteria;g__Zixibacteria,1.35E-06,1.26E-11,1,2.783511772,3.902513787
d__Eukaryota;__;__;__;__;__,0.931146506,0.424391919,0,-0.010737259,-0.311013188
Unassigned;__;__;__;__;__,0.191749531,1.23E-05,1,0.84424586,3.77999685
